S01A,S01B,S01C,S01D,S02A,S02B,S02C,S02D,S03A,S03B,S03C,S03D,S04A,S04B,S04C,S04D,S05B,S05C,S05D,S06A,S06B,S06C,S06D,S07A,S07B,S07C,S07D,S08A,S08B,S08C,S08D,S09A,S09B,S09C,S09D,S10A,S10B,S10C,S11A,S11B,S11C,S11D,S12A,S12B,S12C,S12D,S13A,S13B,S13C,S13D,S14B,S14C,S14D,S15A,S15B,S15C,S15D,S16A,S16B,S16C,S16D,S17A,S17B,S17C,S17D,S18A,S18B,S18C,S18D,S19A,S19B,S19C,S19D,S20A,S20B,S20C,S20D,S21A,S21B,S21C,S21D
0,3,2,0,8,10,2,11,1,6,1,8,0,2,0,4,2,1,3,1,3,2,3,9,8,9,3,16,35,22,26,2,8,2,30,17,14,4,5,5,7,14,7,15,4,14,2,2,9,27,31,30,25,3,0,5,4,18,7,3,14,3,6,7,12,9,8,8,32,3,1,10,5,6,3,3,15,6,2,0,5
5,4,5,2,9,17,3,12,3,4,9,3,0,5,0,3,8,6,0,2,2,3,6,9,2,6,3,11,4,6,9,3,5,7,1,6,8,7,7,4,5,3,6,5,12,5,14,14,13,4,27,40,22,9,10,17,5,13,6,15,15,5,7,7,7,10,5,6,16,6,1,5,2,3,4,11,7,1,1,4,2
767,625,883,80,1194,1488,1075,116,819,746,387,43,497,905,559,134,123,156,22,317,201,369,67,1335,772,1328,487,1006,1627,1928,71,137,140,136,21,1329,1479,647,1001,517,685,73,557,1285,1330,63,334,415,694,43,1912,1243,197,286,290,642,15,1457,878,438,110,513,820,1887,226,1590,1054,1289,169,850,465,853,57,887,1313,1586,121,1174,1140,599,49
1,5,3,2,4,3,2,10,3,5,8,4,1,5,1,0,2,1,3,1,0,4,2,3,5,3,6,3,7,2,9,1,0,3,0,12,9,17,3,4,6,1,2,13,9,5,3,0,2,1,20,22,12,8,12,9,7,4,7,4,5,7,1,4,4,9,8,6,5,10,3,2,4,6,10,15,2,7,4,7,2
0,0,0,4,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,19,17,0,6,5,7,12,7,11,27,17,9,10,6,0,1,0,3,0,6,1,0,0,0,0,2,0,0,0,3,9,2,4,3,3,4,3,16,5,14,10,2,2,5,2
0,0,2,1,1,0,1,1,0,0,0,3,0,0,0,1,2,1,0,2,1,1,4,0,1,0,0,0,1,0,0,0,3,3,0,1,3,3,0,1,1,0,1,0,2,1,0,0,0,1,3,4,0,1,0,2,1,1,5,1,0,1,3,0,0,3,0,0,1,1,1,3,0,1,0,2,0,0,0,1,3
3,2,30,18,1,20,25,71,36,9,14,11,3,14,8,22,6,5,14,2,15,3,3,34,32,25,26,4,12,14,35,24,7,5,24,39,49,47,15,26,23,32,26,37,42,117,47,33,51,47,45,77,106,34,10,37,29,56,35,5,24,41,1,4,6,12,20,22,42,20,26,30,31,27,20,32,60,3,7,11,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1,0,0,0,0,0,2,2,0,0,0,2,1,2,2,5,5,1,5,3,3,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,5,1,3,3,0,0,0,0
3,1,1,1,2,0,0,0,0,1,0,4,1,2,1,4,1,0,1,1,0,2,2,3,2,0,0,0,2,0,0,1,0,0,0,2,2,1,0,3,1,0,0,0,2,3,2,0,1,0,3,5,8,1,0,1,2,1,0,2,0,0,0,3,0,0,1,1,0,1,7,2,3,6,1,3,2,0,4,2,0
0,1,88,83,7,44,36,32,15,9,4,10,52,95,97,108,22,44,15,22,58,9,14,35,100,84,106,12,7,19,42,84,57,91,38,138,157,140,5,112,118,119,37,61,118,106,97,95,104,71,27,34,20,230,76,236,175,24,53,18,17,134,9,4,3,29,126,140,146,125,99,123,103,126,187,152,139,92,130,136,88
0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,8,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,1,0,0,1,2,4,2,0,1,1,4,1,1,0,4,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,2,9,5,4,17,0,1,2,6,4,3,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,255,111,40,164,151,118,65,138,126,121,46,46,67,57,45,93,80,27,87,68,125,104,222,103,182,132,106,194,172,83,152,276,237,63,97,106,209,141,43,104,26,74,98,117,46,42,44,57,22,454,484,157,142,334,165,35,187,249,229,140,122,285,283,158,179,89,216,90,59,48,83,43,78,138,168,79,66,82,100,47
73,6,6,1,0,4,2,1,4,9,4,2,1,2,7,2,3,4,0,7,3,11,5,6,5,5,0,3,12,12,5,1,7,5,1,1,0,0,6,5,6,0,1,2,4,1,1,7,4,1,4,32,2,1,5,10,0,4,4,8,1,0,8,6,4,1,7,4,1,0,0,5,0,1,4,2,2,4,6,6,0
0,0,2,4,0,0,1,0,0,0,0,0,4,12,6,8,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,7,3,0,3,0,1,0,5,4,3
7,18,14,14,11,33,21,12,17,6,14,15,16,25,22,19,16,22,20,15,19,18,20,48,25,48,67,20,29,22,37,43,31,26,38,46,49,77,18,12,25,22,20,32,35,26,19,20,20,21,62,68,60,60,95,63,42,46,44,32,62,38,35,53,93,42,45,61,77,25,22,23,25,25,21,37,24,24,21,37,36
0,0,8,6,0,0,3,0,0,0,0,0,3,4,5,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,3,2,2,0,6,6,12,4,2,1,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,2,6,4,12,7,10,3,3,5,3,4,1,3,7,1
0,0,4,4,0,0,1,6,0,2,4,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,2,0,2,1,6,2,1,1,0,1,0,0,1,1,1,0,0,0,3,3,0,0,2,0,1,3,4,3,1,0,1,0,1,0,0,7,0,0,3,0,0,0,0,0,1,0,0,9,9,6,0,0,0,0,1,0,0,0,0,2,0,0,6,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
10,5,1,0,1,5,5,10,6,1,4,5,4,5,2,2,4,1,5,5,0,2,3,6,4,3,2,4,3,6,7,8,0,0,3,10,8,6,10,2,8,9,0,0,0,1,0,0,0,0,16,3,4,0,4,0,0,9,6,6,8,3,3,7,10,5,2,6,5,0,0,3,0,2,0,3,9,2,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,16,14,20,24,12,14,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,1,1,0,0,0,0,0,0,1,1,1
0,0,2,0,0,2,5,7,4,1,0,4,4,6,3,9,0,0,2,2,2,0,0,6,8,15,7,4,2,2,3,5,4,6,2,9,8,7,0,4,1,3,5,8,8,17,15,12,11,11,7,5,14,2,2,4,3,2,4,0,5,3,1,2,2,1,10,6,17,14,8,16,9,15,2,5,14,4,5,9,5
2,3,1,0,4,7,2,5,5,2,5,11,2,1,1,5,0,4,1,2,2,1,4,12,20,12,9,6,12,7,15,4,7,3,2,8,7,6,7,4,3,2,2,5,2,13,17,15,12,38,15,25,14,6,4,1,6,10,9,1,10,11,5,12,16,1,4,5,6,4,1,6,14,6,4,3,8,3,0,1,4
3,0,7,3,4,3,2,1,2,1,1,0,1,5,0,0,0,1,0,0,1,1,2,0,0,3,0,2,3,2,6,3,0,0,0,1,3,3,3,0,6,1,0,5,3,2,3,7,5,1,4,3,10,0,1,1,0,3,0,1,1,2,0,2,2,1,2,2,5,8,2,2,4,0,3,1,2,0,3,1,0
0,0,5,11,0,0,1,0,0,0,0,0,11,12,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,0,18,3,10,5,15,22,6,2,0,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,13,6,2,39,22,33,14,5,2,5,4,8,11,10,11
0,1,4,3,2,8,5,2,1,0,1,0,0,2,1,3,0,2,0,5,4,5,54,0,0,1,1,1,2,3,5,6,3,3,6,3,2,11,0,3,4,1,5,11,9,6,8,8,6,19,1,4,0,2,4,9,7,2,5,7,10,4,3,1,0,6,8,25,40,5,5,13,2,10,3,9,34,1,2,1,2
0,0,1,0,0,0,0,0,0,0,0,0,3,8,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,6,3,2,3,3,10,7,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,3,1,4,3,2,1,0,4,3,3
0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,2,2,2,0,0,1,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,4,3,1,0,2,1,0,2,1,3,1,0,3,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,15,13,1,8,10,25,8,5,13,22,17,14,6,10,0,0,8,7,1,8,6,0,15,18,14,8,8,16,27,7,1,4,3,24,22,33,26,59,43,46,92,153,133,196,31,32,15,23,12,18,12,2,3,0,0,5,13,2,2,19,2,1,8,28,27,29,37,11,14,33,12,34,11,11,27,6,8,13,23
0,0,3,5,1,2,2,24,3,1,0,4,6,12,6,17,1,2,5,1,2,1,3,0,6,4,10,0,1,2,9,3,1,2,1,22,18,17,0,4,4,8,7,7,12,23,9,9,5,4,9,6,22,11,1,17,12,7,3,1,0,10,1,0,0,3,2,3,11,3,14,11,12,13,8,22,25,5,7,13,2
0,0,1,2,0,0,0,0,0,0,0,0,1,7,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,3,0,9,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,5,6,6,3,1,2,1,4,0,2,5,3
2,11,1,1,4,4,2,2,1,2,2,0,0,0,1,1,1,0,0,7,8,7,4,13,1,5,0,0,0,4,2,12,8,19,3,3,0,0,1,0,2,0,0,0,1,0,0,0,0,0,16,13,5,8,16,5,1,6,17,14,9,5,7,14,10,7,0,3,0,0,0,0,0,0,2,4,0,0,0,0,0
0,0,1,1,0,2,0,1,3,2,1,4,0,0,0,2,2,0,1,0,0,2,0,0,1,0,0,0,0,4,7,2,2,0,2,0,1,2,0,1,2,1,0,0,0,0,0,0,0,0,2,3,8,2,0,0,2,7,4,2,2,1,1,2,6,3,0,2,3,5,1,3,0,2,0,2,2,0,0,0,2
0,0,0,3,0,3,0,6,1,0,1,1,3,2,2,8,1,2,0,1,5,0,1,0,0,1,1,2,0,1,10,3,0,0,1,1,0,1,1,1,2,3,2,1,2,5,0,1,0,2,0,1,2,0,0,3,0,2,2,0,2,1,2,0,1,2,6,5,12,5,6,6,5,4,4,3,4,1,6,2,7
10,5,9,7,22,11,4,11,4,0,3,2,6,3,11,5,0,9,1,1,5,2,5,13,6,5,0,1,3,2,5,5,3,3,1,4,0,3,5,5,8,1,0,0,0,0,0,0,0,0,22,21,12,5,5,2,1,8,13,9,10,17,5,4,11,7,3,5,2,8,17,11,9,3,5,4,2,2,1,10,3
1,2,34,58,7,20,18,17,12,10,7,9,45,57,67,65,8,23,14,13,58,15,13,19,42,37,23,21,18,23,37,10,17,31,35,58,67,26,12,21,11,22,19,42,80,127,49,29,48,65,32,55,97,52,21,99,70,36,24,14,22,53,22,32,36,23,56,29,32,57,60,81,90,54,62,83,102,45,39,42,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,3,7,26,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1,0,0,0,1,0,0,0,0
0,0,8,5,0,3,2,0,2,0,0,0,7,7,10,8,1,2,0,1,0,0,0,0,1,0,1,0,0,4,6,5,2,1,3,8,2,6,0,3,8,4,0,3,3,2,1,0,0,2,0,0,0,2,0,2,4,0,0,0,0,2,0,0,0,4,7,10,6,9,5,13,3,9,2,4,6,1,4,10,6
0,0,3,0,0,2,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,1,0,0,2,0,2,1,0,1,1,2,0,0,0,1,0,4,1,1,0,0,2,1,0,1,0,1,2,0,0,0,3,2,3,0,3,3,7,0,0,0,3
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,2,4,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,2,0,0,0,0
0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,2,3,8,0,2,6,5,2,0,0,0
0,0,2,1,0,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3,1,0,2,0,0,0,2,2,1,6,2,9,8,0,0,0,4,0,6,3,0,0,0,0,1,0,0,0,0,1,0,1,7,5,13,5,3,0,2,3,3,5,0,6
0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,1,0,0,2,0,0,1,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,1,0,2,5,6,9,0,0,1,0
0,0,2,0,0,0,0,0,1,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,3,1,0,2,1,0,1,4,1,3,5,0,1,0,4,9,3,0,0,3,0,4,0,1,2,1,0,0,2,0,1,2,1,0,7,1,1,2,0,4,5,2,2,0,1
8,6,26,26,3,17,11,20,8,14,12,19,49,25,41,42,3,8,14,12,9,7,5,8,6,7,4,15,1,18,30,14,10,20,11,16,25,11,13,12,7,22,11,14,20,23,3,7,4,6,22,13,17,18,4,28,25,9,11,17,21,19,12,6,6,16,30,14,38,51,55,68,39,29,14,12,35,19,39,38,54
0,0,18,9,0,42,36,60,21,24,26,25,9,10,15,6,12,20,16,23,26,24,21,8,22,26,19,5,1,4,4,27,24,17,8,28,28,46,20,9,43,13,37,30,33,7,3,3,3,2,1,15,7,11,11,14,4,14,18,12,9,31,0,3,4,14,18,29,22,11,14,9,11,20,24,18,10,12,15,30,8
34,37,73,87,54,73,59,66,53,66,79,47,61,136,139,129,34,45,39,29,50,44,35,61,108,148,57,64,83,90,141,85,70,88,110,157,165,146,53,112,118,72,81,119,169,156,133,115,127,70,44,107,84,120,79,197,92,84,99,95,91,144,64,52,35,98,112,124,102,163,155,194,108,112,136,130,168,101,143,130,63
0,0,1,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0
3,6,57,28,2,76,82,51,28,30,44,40,40,83,53,63,31,51,33,11,49,25,21,17,36,31,19,9,12,20,17,54,30,37,33,64,57,76,22,61,84,48,2,4,5,8,5,1,3,5,47,30,12,43,26,65,51,20,49,23,28,71,19,10,14,51,81,60,68,37,41,48,21,44,34,19,27,54,66,58,68
0,0,31,55,0,1,0,0,0,0,0,0,7,44,33,18,1,0,0,0,20,0,0,1,25,18,51,0,0,0,0,10,0,0,0,74,104,49,0,45,41,46,7,38,80,126,33,48,52,37,0,0,0,27,0,21,15,1,0,0,0,34,0,1,0,2,48,31,58,11,18,17,11,13,22,21,20,25,33,49,21
0,0,1,3,0,0,0,0,0,0,0,0,0,2,4,3,1,0,0,0,4,1,0,0,1,1,0,0,1,5,0,2,0,0,0,8,9,11,0,6,6,5,4,3,5,14,9,6,5,2,2,2,0,20,0,25,17,0,0,0,0,8,0,0,0,4,6,7,1,0,4,5,7,5,6,7,2,3,2,11,5
0,0,12,12,0,0,0,1,0,0,0,0,10,27,13,15,0,0,0,0,1,0,0,0,4,7,3,0,0,0,0,1,0,0,0,49,36,17,0,29,13,13,2,20,26,44,53,56,78,25,0,0,0,7,0,19,6,0,0,0,0,11,0,0,1,0,39,29,18,25,15,57,13,33,30,38,24,0,10,8,4
0,0,7,18,0,0,2,3,0,0,0,0,9,13,18,6,0,0,0,0,0,0,0,1,12,10,8,0,0,0,2,5,0,0,0,25,30,15,0,8,14,12,0,1,1,20,0,1,0,0,0,0,0,9,0,5,8,0,0,0,0,9,0,0,0,0,11,9,14,5,1,6,0,10,12,8,1,5,10,11,9
0,0,4,2,0,0,0,2,0,0,0,0,0,2,2,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,15,13,11,0,10,11,8,2,12,11,30,4,6,1,0,0,0,0,4,0,7,0,0,0,0,0,6,0,0,0,0,5,4,0,2,4,5,3,3,2,4,1,0,0,0,2
0,0,4,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,6,3,4,0,0,0,0,1,0,2,2,0,1,1,0,3,1,1,0,0,2,0,0,3,4,6,3,10,3,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,2,0,0,0,1,0
1,0,12,4,0,3,5,11,2,2,4,15,10,31,22,21,0,4,7,9,10,11,7,5,26,6,11,8,6,9,11,15,1,2,4,39,36,29,6,17,32,18,8,18,25,34,5,7,12,4,22,22,47,17,4,22,12,9,10,7,4,29,1,7,6,6,22,21,12,34,43,46,27,16,31,28,28,17,18,27,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,18,18,10,18,23,15,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,82,80,5,52,95,42,19,33,57,12,8,69,45,27,37,70,36,39,92,34,35,29,40,49,71,18,18,25,17,87,79,93,82,81,82,68,19,62,116,143,19,22,34,52,20,18,42,23,19,35,9,124,60,132,174,24,107,57,66,150,21,8,2,50,76,79,101,35,53,49,40,76,110,109,41,85,94,95,72
0,0,6,5,0,0,2,7,1,1,0,0,3,10,5,7,1,0,0,0,6,0,0,0,8,1,1,0,0,0,0,4,0,0,0,9,11,3,0,2,8,3,3,5,6,9,5,5,10,8,0,0,0,3,0,3,3,0,0,0,0,7,0,0,0,0,5,1,5,12,5,9,8,4,5,4,6,1,2,6,2
0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,1,2,3,2,1,0,1,1,0,0,1,0,0,0,1,1,1,1,2,1,0,3,0,0,0,1,0,1,1,3,6,0,1,1,0,0,1,2,0,0,0,2,1,6,5,0,0,0,0,0,0,0,0,1,2,5,0,2,6,1,0,1,0,1,2,1,0,6,0,0,0,1,0,0,1,1,0,2,3,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,3,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,5,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,9,7,4,0,2,0,0,3,8,7,12,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,3,1,1,0,0,0,1,1,0,0,0,0
0,0,15,11,0,6,11,14,0,1,1,0,12,26,19,14,0,1,1,0,15,1,0,0,10,11,6,0,0,1,1,10,0,0,1,5,9,9,0,0,3,2,1,2,3,2,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,18,0,0,0,1,6,11,3,3,1,6,1,2,8,5,6,2,12,12,3
3,1,15,11,0,11,7,24,10,1,1,3,18,15,10,18,1,3,6,0,21,2,0,9,17,15,7,53,52,57,60,18,3,1,3,63,53,47,10,38,36,24,18,27,38,38,39,37,34,15,57,19,52,16,7,12,8,42,18,8,9,31,11,23,18,28,54,41,61,10,9,11,9,25,18,36,36,4,6,15,8
0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0
0,1,2,1,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,2,2,3,0,39,49,53,21,5,4,2,0,0,0,0,0,1,0,0,0,5,10,7,0,1,0,0,0,7,3,5,1,5,2,4,1,4,2,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,1,0,0
0,0,47,47,1,27,34,12,9,3,12,16,37,71,61,47,12,20,13,7,26,3,5,4,26,20,6,6,1,17,7,59,8,26,12,58,65,86,9,50,91,49,15,17,18,18,11,7,12,10,10,28,12,82,3,107,61,1,28,2,8,70,2,0,0,26,65,56,54,41,60,76,50,59,77,72,33,45,66,78,51
0,0,1,1,0,1,1,2,0,0,0,0,2,8,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,1,3,0,1,5,1,1,2,0,0,2,0,3,2,0,0,0,2,0,1,2,0,0,0,0,3,0,0,0,0,0,0,3,2,0,4,0,1,2,0,0,0,3,3,1
40,20,41,28,22,82,70,74,94,33,21,17,65,118,83,36,43,35,5,37,53,40,37,21,28,39,8,34,33,40,26,62,125,120,32,111,147,171,78,64,120,45,2,13,15,7,1,4,6,0,66,46,24,84,52,153,29,40,71,84,58,87,72,94,42,28,75,124,59,35,44,55,19,108,173,156,65,115,149,155,34
1,0,104,75,1,20,36,18,3,4,3,1,68,106,106,79,10,46,31,5,66,3,5,1,39,27,24,1,3,1,4,31,4,3,17,72,79,70,3,88,94,86,24,25,18,34,30,27,37,26,17,30,21,44,1,67,43,3,5,0,2,88,0,0,0,16,89,95,117,134,110,88,73,80,109,118,70,126,158,163,67
0,1,148,85,16,50,60,22,15,24,33,0,116,185,186,156,27,61,13,35,83,34,14,23,33,61,53,3,5,12,12,81,84,90,64,54,53,57,15,103,92,63,85,120,140,36,25,37,36,21,1,8,1,116,48,178,135,5,108,47,40,124,5,1,0,39,151,110,177,191,206,171,139,120,241,212,165,218,264,231,126
0,0,3,2,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,1,1,1,4,9,8,3,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,3,0,0,0,1,2,4,1,0,2,0,0,3,0,1,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,9,2,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,2,3,1,1,0,0,1
1,3,26,6,1,18,11,10,6,5,5,8,16,17,11,27,11,8,6,3,14,7,18,11,11,11,28,4,8,8,12,10,10,18,13,8,8,15,7,10,18,11,3,2,6,1,3,1,2,0,16,29,8,9,10,6,9,8,15,7,13,20,1,2,3,6,8,15,15,13,15,17,13,5,11,8,9,14,18,12,10
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,2,3,4,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0
15,7,68,24,67,73,64,36,54,47,33,9,15,10,22,8,42,50,14,32,20,22,34,15,6,11,14,10,11,11,18,49,77,75,44,8,8,15,38,9,21,24,0,0,1,1,0,0,0,0,10,12,1,20,45,10,8,17,75,52,50,41,35,5,2,27,8,25,18,24,22,19,7,11,9,8,12,16,7,22,6
0,0,21,26,0,0,0,0,0,0,0,0,10,29,23,13,2,2,0,0,3,0,0,0,10,6,9,0,0,0,0,2,0,0,0,14,24,3,0,39,16,24,5,17,13,17,0,5,0,0,0,0,0,14,0,16,21,0,0,1,0,8,0,0,0,0,21,8,12,16,26,17,19,8,22,28,12,23,32,29,22
5,8,17,4,12,71,44,55,25,37,34,18,1,0,1,0,43,44,21,32,10,35,39,49,19,36,34,8,16,16,21,44,102,91,45,10,4,27,22,0,9,7,0,0,1,0,0,0,0,0,78,84,46,39,112,36,14,44,78,33,69,12,43,21,17,29,5,38,25,0,2,2,0,1,1,1,2,5,11,9,5
0,1,57,52,0,0,8,3,0,0,0,0,76,123,98,141,2,6,3,0,17,0,0,0,6,11,25,1,0,4,11,24,5,7,4,19,20,30,1,78,43,55,16,13,21,18,11,14,13,6,1,3,0,40,0,34,18,0,1,1,1,41,0,0,0,8,58,15,31,75,59,70,39,31,42,35,43,51,67,79,51
1,1,1,1,6,16,10,11,10,18,14,20,0,0,0,0,2,2,4,3,0,6,11,3,16,12,10,1,2,10,1,0,6,8,8,1,0,2,6,0,0,0,0,0,1,2,0,0,0,1,13,18,37,0,2,0,0,10,17,7,3,1,4,4,3,5,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
1,0,35,24,0,16,21,47,9,6,8,11,13,21,25,21,6,9,11,6,15,2,1,3,20,15,16,2,1,2,5,20,6,13,7,41,39,38,4,42,38,31,0,7,7,9,0,1,1,0,1,1,3,20,5,16,15,5,19,1,7,25,0,0,1,12,15,24,20,20,18,31,11,27,13,21,22,20,24,24,17
