Kingdom,Phylum,Class,Order,Family,Genus,Species
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,LD1-PB3,LD1-PB3,LD1-PB3,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,NA
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Flexibacter,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,DMER64,NA
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,NA
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,NA
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera,uncultured_bacterium
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae,NA
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,Bacteroidetes_vadinHA17,NA
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Ovatusbacter,NA
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,NA,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,37-13,37-13,NA
Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,uncultured_bacterium
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_2,Subgroup_2,Subgroup_2,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
Bacteria,Caldatribacteriota,Caldatribacteriia,Caldatribacteriales,Caldatribacteriaceae,Candidatus_Caldatribacterium,uncultured_bacterium
Bacteria,Caldatribacteriota,JS1,JS1,JS1,JS1,uncultured_bacterium
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,NA,NA
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,NA
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,uncultured_bacterium
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,uncultured_planctomycete
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,NA
Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured_delta
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,NA
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,NA
Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_2,Subgroup_2,Subgroup_2,uncultured_bacterium
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,NA
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,NA
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,NA
Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,SAR324_clade,1.0000,Marine_group_B,SAR324_clade,1.0000,Marine_group_B
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Fermentimonas,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,Bacteroidetes_vadinHA17,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,ML635J-40_aquatic_group,ML635J-40_aquatic_group,uncultured_bacterium
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,NA
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,NA
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae_,1.0000,0.8900
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,ST-12K33,ST-12K33,metagenome
Bacteria,Chloroflexi,NA,NA,NA,NA,NA
Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,uncultured_bacterium
Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,uncultured_bacterium
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium,uncultured_bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured,uncultured_bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,NA
Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured,uncultured_bacterium
Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Pseudarcobacter,NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,NA
Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,NA
Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,W5,uncultured_bacterium
Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,Candidatus_Cloacimonas,uncultured_bacterium
Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured_bacterium
Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae,NA
Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured,uncultured_bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales,Kapabacteriales,NA
Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadales,Armatimonadales,NA
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17,NA
Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Holophaga,NA
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flaviaesturariibacter,Flaviaesturariibacter_sp.
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,NA,NA
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Sedimentibacteraceae,Sedimentibacter,uncultured_Firmicutes
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,NA
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured,uncultured_bacterium
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18_freshwater_group,NA
Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Udaeobacter,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,NA
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,SM2D12,NA
Bacteria,Planctomycetota,vadinHA49,vadinHA49,vadinHA49,vadinHA49,uncultured_bacterium
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,metagenome
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,IMCC26134,NA
Bacteria,Armatimonadota,uncultured,uncultured,uncultured,uncultured,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,NA
Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,NA
Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
Bacteria,Chloroflexi,Ktedonobacteria,C0119,C0119,C0119,uncultured_soil
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17,uncultured_bacterium
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SH3-11,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured,NA
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae,uncultured_bacterium
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured_bacterium
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Udaeobacter,NA
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Ettlia_pseudoalveolaris
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,NA
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,NA
Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,metagenome
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Bauldia,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,SC-I-84,NA
Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,metagenome
Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,NA
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,A21b,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Udaeobacter,NA
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,uncultured_bacterium
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,A21b,NA
Bacteria,Acidobacteriota,Holophagae,Subgroup_7,Subgroup_7,Subgroup_7,NA
Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,JG30-KF-AS9,uncultured_bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,GOUTA6,uncultured_bacterium
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,uncultured,uncultured,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Udaeobacter,NA
Bacteria,Actinobacteriota,Acidimicrobiia,uncultured,uncultured,uncultured,NA
Bacteria,Bacteroidota,SJA-28,SJA-28,SJA-28,SJA-28,uncultured_bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadales,Saccharimonadales,NA
Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,BIyi10,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,uncultured_bacterium
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,NA,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,NA
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadales,Saccharimonadales,NA
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Herpetosiphonaceae,Herpetosiphon,uncultured_bacterium
Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,NA
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,NA
Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
Bacteria,Acidobacteriota,Holophagae,Subgroup_7,Subgroup_7,Subgroup_7,NA
Bacteria,SAR324_clade,0.9300,Marine_group_B,SAR324_clade,0.8044,NA
Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,NA
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,NA
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,NA
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,NA
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,NA
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,NA
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,NA
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,uncultured_bacterium
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767,NA
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767,uncultured_bacterium
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,NA
Bacteria,SAR324_clade,1.0000,Marine_group_B,SAR324_clade,1.0000,Marine_group_B
Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41,metagenome
Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales,Kapabacteriales,uncultured_bacterium
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_luticocti
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,SC-I-84,uncultured_bacterium
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Unknown_Family,NA
Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Turneriella,NA
Bacteria,SAR324_clade,0.9700,Marine_group_B,SAR324_clade,0.9127,Marine_group_B
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peribacteria,Candidatus_Peribacteria,Candidatus_Peribacteria,NA
Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,R7C24,R7C24,NA
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA
Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,uncultured_bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured,NA
Bacteria,WS2,WS2,WS2,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus,NA
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,uncultured_bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Oikopleura,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured,uncultured_bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,NA
Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,uncultured_bacterium
Bacteria,Planctomycetota,Pla4_lineage,Pla4_lineage,Pla4_lineage,Pla4_lineage,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,uncultured,uncultured,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylobacillus,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,uncultured_bacterium
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA,NA
Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,NA
Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,NA
Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured,uncultured_bacterium
Bacteria,Gemmatimonadota,S0134_terrestrial_group,S0134_terrestrial_group,S0134_terrestrial_group,S0134_terrestrial_group,NA
Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae,NA
Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae,metagenome
Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,NA
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,NA
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured,NA
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NA,NA,NA
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,uncultured_bacterium
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,uncultured_bacterium
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,uncultured_bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Pseudofulvimonas,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41,NA
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,uncultured_bacterium
Bacteria,SAR324_clade,1.0000,Marine_group_B,SAR324_clade,1.0000,Marine_group_B
Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,NA
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
Bacteria,Acidobacteriota,Acidobacteriae,PAUC26f,PAUC26f,PAUC26f,uncultured_bacterium
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,uncultured,uncultured,NA
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,AKYG587,uncultured_bacterium
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,uncultured,NA
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,NA
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,NA
Bacteria,SAR324_clade,1.0000,Marine_group_B,SAR324_clade,1.0000,Marine_group_B
Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,NA,NA
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadales,Saccharimonadales,uncultured_bacterium
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,NA
Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,uncultured_bacterium
Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,NA
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured_bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,NA
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,uncultured,uncultured,NA
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17,uncultured_bacterium
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17,NA
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,uncultured_bacterium
Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured_bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Alkanibacter,NA
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,NA
Bacteria,Acidobacteriota,Holophagae,Subgroup_7,Subgroup_7,Subgroup_7,uncultured_Acidobacteria
Bacteria,Planctomycetota,vadinHA49,vadinHA49,vadinHA49,vadinHA49,uncultured_bacterium
Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,uncultured_bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,NA
Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured_bacterium
Bacteria,Proteobacteria,NA,NA,NA,NA,NA
Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
Bacteria,Armatimonadota,uncultured,uncultured,uncultured,uncultured,uncultured_bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,uncultured_bacterium
Bacteria,Cyanobacteria,Vampirivibrionia,Vampirovibrionales,Vampirovibrionaceae,Vampirovibrionaceae,NA
Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peribacteria,Candidatus_Peribacteria,Candidatus_Peribacteria,NA
